vin	Ix(U1:SOURCE)
3.639999999999966e+00	1.057752e-08
3.649999999999966e+00	1.056517e-08
3.659999999999966e+00	1.055279e-08
3.669999999999966e+00	1.054040e-08
3.679999999999966e+00	1.052799e-08
3.689999999999965e+00	1.051555e-08
3.699999999999965e+00	1.050310e-08
3.709999999999965e+00	1.049062e-08
3.719999999999965e+00	1.047813e-08
3.729999999999964e+00	1.046561e-08
3.739999999999964e+00	1.045307e-08
3.749999999999964e+00	1.044052e-08
3.759999999999964e+00	1.042794e-08
3.769999999999964e+00	1.041533e-08
3.779999999999963e+00	1.040271e-08
3.789999999999963e+00	1.039007e-08
3.799999999999963e+00	1.037740e-08
3.809999999999963e+00	1.036471e-08
3.819999999999963e+00	1.035200e-08
3.829999999999962e+00	1.033927e-08
3.839999999999962e+00	1.032651e-08
3.849999999999962e+00	1.031373e-08
3.859999999999962e+00	1.030093e-08
3.869999999999961e+00	1.028811e-08
3.879999999999961e+00	1.027526e-08
3.889999999999961e+00	1.026239e-08
3.899999999999961e+00	1.024949e-08
3.909999999999961e+00	1.023657e-08
3.919999999999960e+00	1.022363e-08
3.929999999999960e+00	1.021067e-08
