vout	I(Iout)
6.970000000000097e-002	6.681564e-009
6.980000000000097e-002	6.664921e-009
6.990000000000098e-002	6.648337e-009
7.000000000000098e-002	6.631814e-009
7.010000000000098e-002	6.615350e-009
7.020000000000098e-002	6.598947e-009
7.030000000000099e-002	6.582602e-009
7.040000000000099e-002	6.566317e-009
7.050000000000099e-002	6.550090e-009
7.060000000000100e-002	6.533922e-009
7.070000000000100e-002	6.517813e-009
7.080000000000100e-002	6.501762e-009
7.090000000000100e-002	6.485768e-009
7.100000000000101e-002	6.469833e-009
7.110000000000101e-002	6.453956e-009
7.120000000000101e-002	6.438135e-009
7.130000000000102e-002	6.422372e-009
7.140000000000102e-002	6.406667e-009
7.150000000000102e-002	6.391017e-009
7.160000000000102e-002	6.375425e-009
7.170000000000103e-002	6.359889e-009
7.180000000000103e-002	6.344409e-009
7.190000000000103e-002	6.328984e-009
7.200000000000104e-002	6.313616e-009
7.210000000000104e-002	6.298304e-009
7.220000000000104e-002	6.283046e-009
7.230000000000104e-002	6.267844e-009
7.240000000000105e-002	6.252697e-009
7.250000000000105e-002	6.237604e-009
7.260000000000105e-002	6.222566e-009
7.270000000000106e-002	6.207583e-009
7.280000000000106e-002	6.192654e-009
7.290000000000106e-002	6.177778e-009
7.300000000000106e-002	6.162956e-009
7.310000000000107e-002	6.148188e-009
7.320000000000107e-002	6.133473e-009
