time	V(vin)	V(vout)
4.913724999996222e-03	2.500000e+00	2.492782e+00
4.964924999995918e-03	2.500000e+00	2.492782e+00
5.015974999999905e-03	2.500000e+00	2.492782e+00
5.067174999999601e-03	2.500000e+00	2.492782e+00
5.118374999999297e-03	2.500000e+00	2.492782e+00
5.169574999998993e-03	2.500000e+00	2.492782e+00
5.220774999998689e-03	2.500000e+00	2.492782e+00
5.271974999998385e-03	2.500000e+00	2.492782e+00
5.323174999998081e-03	2.500000e+00	2.492782e+00
5.374374999997777e-03	2.500000e+00	2.492782e+00
5.425574999997473e-03	2.500000e+00	2.492782e+00
5.476774999997169e-03	2.500000e+00	2.492782e+00
5.527974999996865e-03	2.500000e+00	2.492782e+00
5.579174999996560e-03	2.500000e+00	2.492782e+00
5.630374999996256e-03	2.500000e+00	2.492782e+00
5.681574999995952e-03	2.500000e+00	2.492782e+00
5.732774999995648e-03	2.500000e+00	2.492782e+00
5.783974999995344e-03	2.500000e+00	2.492782e+00
5.835174999995040e-03	2.500000e+00	2.492782e+00
5.886374999994736e-03	2.500000e+00	2.492782e+00
5.937574999994432e-03	2.500000e+00	2.492782e+00
5.988774999994128e-03	2.500000e+00	2.492782e+00
6.039974999993824e-03	2.500000e+00	2.492782e+00
6.091174999993520e-03	2.500000e+00	2.492782e+00
6.142374999993216e-03	2.500000e+00	2.492782e+00
6.193574999992912e-03	2.500000e+00	2.492782e+00
6.244774999992608e-03	2.500000e+00	2.492782e+00
6.295974999992304e-03	2.500000e+00	2.492782e+00
6.347174999991999e-03	2.500000e+00	2.492782e+00
6.398374999991695e-03	2.500000e+00	2.492782e+00
6.449574999991391e-03	2.500000e+00	2.492782e+00
6.499974999991092e-03	2.500000e+00	2.492782e+00
6.500000000000000e-03	2.500000e+00	2.492782e+00
